InterPro_id,UniProt_id,entrezgene_id,interpro_short_description,interpro_description,Pfam_id
IPR003591,O00206,7099,Leu-rich_rpt_typical-subtyp,"Leucine-rich repeat, typical subtype",NA
IPR003591,O60603,7097,Leu-rich_rpt_typical-subtyp,"Leucine-rich repeat, typical subtype",NA
IPR003591,Q9NR96,54106,Leu-rich_rpt_typical-subtyp,"Leucine-rich repeat, typical subtype",NA
IPR003591,Q9Y2C9,10333,Leu-rich_rpt_typical-subtyp,"Leucine-rich repeat, typical subtype",NA
IPR003593,P08183,5243,AAA+_ATPase,AAA+ ATPase domain,PF13401
IPR003593,Q9UNQ0,9429,AAA+_ATPase,AAA+ ATPase domain,PF13401
IPR003595,P29350,5777,Tyr_Pase_cat,"Protein-tyrosine phosphatase, catalytic",NA
IPR003597,P20036,3113,Ig_C1-set,Immunoglobulin C1-set,PF07654
IPR003597,P01903,3122,Ig_C1-set,Immunoglobulin C1-set,PF07654
IPR003597,P01920,3119,Ig_C1-set,Immunoglobulin C1-set,PF07654
IPR003597,P04440,3115,Ig_C1-set,Immunoglobulin C1-set,PF07654
IPR003597,P13765,3112,Ig_C1-set,Immunoglobulin C1-set,PF07654
IPR003597,P01911,3123,Ig_C1-set,Immunoglobulin C1-set,PF07654
IPR003597,P01906,3117,Ig_C1-set,Immunoglobulin C1-set,PF07654
IPR003597,P06340,3111,Ig_C1-set,Immunoglobulin C1-set,PF07654
IPR003597,P01906,3118,Ig_C1-set,Immunoglobulin C1-set,PF07654
IPR003597,P13762,3126,Ig_C1-set,Immunoglobulin C1-set,PF07654
IPR003597,Q30154,3127,Ig_C1-set,Immunoglobulin C1-set,PF07654
IPR003597,P28067,3108,Ig_C1-set,Immunoglobulin C1-set,PF07654
IPR003598,P12314,2209,Ig_sub2,Immunoglobulin subtype 2,NA
IPR003598,P07766,916,Ig_sub2,Immunoglobulin subtype 2,NA
IPR003598,P09693,917,Ig_sub2,Immunoglobulin subtype 2,NA
IPR003598,P12318,2212,Ig_sub2,Immunoglobulin subtype 2,NA
IPR003598,P29460,3593,Ig_sub2,Immunoglobulin subtype 2,NA
IPR003599,P12314,2209,Ig_sub,Immunoglobulin subtype,NA
IPR003599,O75015,2215,Ig_sub,Immunoglobulin subtype,NA
IPR003599,O75015,124905743,Ig_sub,Immunoglobulin subtype,NA
IPR003599,P08637,2214,Ig_sub,Immunoglobulin subtype,NA
IPR003599,P12318,2212,Ig_sub,Immunoglobulin subtype,NA
IPR003605,P36897,7046,GS_dom,GS domain,PF08515
IPR003619,Q15796,4087,MAD_homology1_Dwarfin-type,"MAD homology 1, Dwarfin-type",PF03165
IPR003892,Q9NYJ8,23118,CUE,Ubiquitin system component CUE,PF02845
IPR003940,P61812,7042,TGFb2,Transforming growth factor beta-2 proprotein,NA
IPR003961,P15260,3459,FN3_dom,Fibronectin type III,PF00041
IPR003961,P38484,3460,FN3_dom,Fibronectin type III,PF00041
IPR003961,P29460,3593,FN3_dom,Fibronectin type III,PF00041
IPR003966,P00734,2147,Prothrombin/thrombin,Prothrombin/thrombin,NA
IPR004030,P35228,4843,NOS_N,"Nitric oxide synthase, N-terminal",PF02898
IPR004156,Q9NPD5,28234,OATP,Organic anion transporter polypeptide,PF03137
IPR004156,Q9Y6L6,10599,OATP,Organic anion transporter polypeptide,PF03137
IPR004160,Q05639,1917,Transl_elong_EFTu/EF1A_C,"Translation elongation factor EFTu/EF1A, C-terminal",PF03143
IPR004160,P68104,1915,Transl_elong_EFTu/EF1A_C,"Translation elongation factor EFTu/EF1A, C-terminal",PF03143
IPR004161,P68104,1915,EFTu-like_2,"Translation elongation factor EFTu-like, domain 2",PF03144
IPR004161,Q05639,1917,EFTu-like_2,"Translation elongation factor EFTu-like, domain 2",PF03144
IPR004281,P29459,3592,IL-12_alpha,Interleukin-12 alpha,PF03039
IPR004539,P68104,1915,Transl_elong_EF1A_euk/arc,"Translation elongation factor EF1A, eukaryotic/archaeal",NA
IPR004539,Q05639,1917,Transl_elong_EF1A_euk/arc,"Translation elongation factor EF1A, eukaryotic/archaeal",NA
IPR004749,O15244,6582,Orgcat_transp/SVOP,Organic cation transport protein/SVOP,NA
IPR004749,Q4U2R8,9356,Orgcat_transp/SVOP,Organic cation transport protein/SVOP,NA
IPR004749,Q8TCC7,9376,Orgcat_transp/SVOP,Organic cation transport protein/SVOP,NA
IPR004827,P05412,3725,bZIP,Basic-leucine zipper domain,PF00170
IPR004827,P01100,2353,bZIP,Basic-leucine zipper domain,PF00170
IPR004843,P67775,5515,Calcineurin-like_PHP_ApaH,"Calcineurin-like phosphoesterase domain, ApaH type",PF00149
IPR004843,P62714,5516,Calcineurin-like_PHP_ApaH,"Calcineurin-like phosphoesterase domain, ApaH type",PF00149
IPR005107,P47989,7498,CO_DH_flav_C,"CO dehydrogenase flavoprotein, C-terminal",PF03450
IPR005643,P05412,3725,JNK,Jun-like transcription factor,PF03957
IPR005828,Q8TCC7,9376,MFS_sugar_transport-like,"Major facilitator,  sugar transporter-like",PF00083
IPR005828,Q4U2R8,9356,MFS_sugar_transport-like,"Major facilitator,  sugar transporter-like",PF00083
IPR005828,O15244,6582,MFS_sugar_transport-like,"Major facilitator,  sugar transporter-like",PF00083
IPR005829,O15244,6582,Sugar_transporter_CS,"Sugar transporter, conserved site",NA
IPR005829,Q8TCC7,9376,Sugar_transporter_CS,"Sugar transporter, conserved site",NA
IPR006052,P48023,356,TNF_dom,Tumour necrosis factor domain,PF00229
IPR006052,P01375,7124,TNF_dom,Tumour necrosis factor domain,PF00229
IPR006053,P01375,7124,TNF,Tumour necrosis factor,NA
IPR006053,P48023,356,TNF,Tumour necrosis factor,NA
IPR006058,P47989,7498,2Fe2S_fd_BS,"2Fe-2S ferredoxin, iron-sulphur binding site",NA
IPR006186,P62714,5516,Ser/Thr-sp_prot-phosphatase,Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase,NA
IPR006186,P67775,5515,Ser/Thr-sp_prot-phosphatase,Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase,NA
IPR007110,P01906,3118,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,P29460,3593,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,P08637,2214,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,P20036,3113,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,P12314,2209,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,P01903,3122,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,P04440,3115,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,P28067,3108,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,P13765,3112,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,P01911,3123,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,P12318,2212,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,P01906,3117,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,O75015,2215,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,P06340,3111,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,Q30154,3127,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,P13762,3126,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,P01920,3119,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007110,O75015,124905743,Ig-like_dom,Immunoglobulin-like domain,PF13895
IPR007732,P13498,1535,Cyt_b558_asu,Cytochrome b558 alpha-subunit,PF05038
IPR008063,P25445,355,Fas_rcpt,Fas receptor,NA
IPR008066,P05177,1544,Cyt_P450_E_grp-I_CYP1,"Cytochrome P450, E-class, group I, CYP1",NA
IPR008068,P20813,1555,Cyt_P450_E_grp-I_CYP2B-like,"Cytochrome P450, E-class, group I, CYP2B-like",NA
IPR008069,P10635,1565,Cyt_P450_E_grp-I_CYP2D-like,"Cytochrome P450, E-class, group I, CYP2D-like",NA
IPR008072,P20815,1577,Cyt_P450_E_CYP3A,"Cytochrome P450, E-class, CYP3A",NA
IPR008072,P08684,1576,Cyt_P450_E_CYP3A,"Cytochrome P450, E-class, CYP3A",NA
IPR008160,P02747,714,Collagen,Collagen triple helix repeat,PF01391
IPR008160,P02745,712,Collagen,Collagen triple helix repeat,PF01391
IPR008254,P35228,4843,Flavodoxin/NO_synth,Flavodoxin/nitric oxide synthase,PF00258
IPR008266,O60674,3717,Tyr_kinase_AS,"Tyrosine-protein kinase, active site",NA
IPR008266,P23458,3716,Tyr_kinase_AS,"Tyrosine-protein kinase, active site",NA
IPR008271,O14920,3551,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008271,P45985,6416,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008271,O15111,1147,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008271,O43318,6885,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008271,P27361,5595,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008271,P37173,7048,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008271,P31749,207,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008271,P05771,5579,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008271,P45984,5601,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008271,P28482,5594,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008271,P31751,208,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008271,P45983,5599,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008271,P36897,7046,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008271,Q9Y243,10000,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008271,P53779,5602,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008271,P51617,3654,Ser/Thr_kinase_AS,"Serine/threonine-protein kinase, active site",NA
IPR008274,P47989,7498,AldOxase/xan_DH_MoCoBD1,"Aldehyde oxidase/xanthine dehydrogenase, first molybdopterin binding domain",PF02738
IPR008336,P11387,7150,TopoI_DNA-bd_euk,"DNA topoisomerase I, DNA binding, eukaryotic-type",PF02919
IPR008349,P28482,5594,MAPK_ERK1/2,"Mitogen-activated protein (MAP) kinase, ERK1/2",NA
IPR008349,P27361,5595,MAPK_ERK1/2,"Mitogen-activated protein (MAP) kinase, ERK1/2",NA
IPR008351,P45983,5599,MAPK_JNK,"Mitogen-activated protein (MAP) kinase, JNK",NA
IPR008351,P53779,5602,MAPK_JNK,"Mitogen-activated protein (MAP) kinase, JNK",NA
IPR008351,P45984,5601,MAPK_JNK,"Mitogen-activated protein (MAP) kinase, JNK",NA
IPR008352,O15264,5603,MAPK_p38-like,Mitogen-activated protein (MAP) kinase p38-like,NA
IPR008352,Q15759,5600,MAPK_p38-like,Mitogen-activated protein (MAP) kinase p38-like,NA
IPR008352,Q16539,1432,MAPK_p38-like,Mitogen-activated protein (MAP) kinase p38-like,NA
IPR008352,P53778,6300,MAPK_p38-like,Mitogen-activated protein (MAP) kinase p38-like,NA
IPR008355,P15260,3459,Interferon_gamma_rcpt_asu,Interferon gamma receptor alpha subunit,NA
IPR008917,P05412,3725,TF_DNA-bd_sf,"Transcription factor, Skn-1-like, DNA-binding domain superfamily",NA
IPR008930,P01024,718,Terpenoid_cyclase/PrenylTrfase,Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid,NA
IPR008936,O00459,5296,Rho_GTPase_activation_prot,Rho GTPase activation protein,NA
IPR008936,P27986,5295,Rho_GTPase_activation_prot,Rho GTPase activation protein,NA
IPR008967,P19838,4790,p53-like_TF_DNA-bd,"p53-like transcription factor, DNA-binding",NA
IPR008967,Q04206,5970,p53-like_TF_DNA-bd,"p53-like transcription factor, DNA-binding",NA
IPR008967,P42224,6772,p53-like_TF_DNA-bd,"p53-like transcription factor, DNA-binding",NA
IPR008974,Q9Y4K3,7189,TRAF-like,TRAF-like,NA
IPR008983,P02745,712,Tumour_necrosis_fac-like_dom,Tumour necrosis factor-like domain superfamily,NA
IPR008983,P01375,7124,Tumour_necrosis_fac-like_dom,Tumour necrosis factor-like domain superfamily,NA
IPR008983,P02747,714,Tumour_necrosis_fac-like_dom,Tumour necrosis factor-like domain superfamily,NA
IPR008983,P48023,356,Tumour_necrosis_fac-like_dom,Tumour necrosis factor-like domain superfamily,NA
IPR008984,Q15796,4087,SMAD_FHA_dom_sf,SMAD/FHA domain superfamily,NA
IPR008993,P01024,718,TIMP-like_OB-fold,"Tissue inhibitor of metalloproteinases-like, OB-fold",NA
IPR008996,P01583,3552,IL1/FGF,Cytokine IL1/FGF,NA
IPR008996,P01584,3553,IL1/FGF,Cytokine IL1/FGF,NA
IPR009000,Q05639,1917,Transl_B-barrel_sf,"Translation protein, beta-barrel domain superfamily",NA
IPR009000,P68104,1915,Transl_B-barrel_sf,"Translation protein, beta-barrel domain superfamily",NA
IPR009001,P68104,1915,Transl_elong_EF1A/Init_IF2_C,"Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal",NA
IPR009001,Q05639,1917,Transl_elong_EF1A/Init_IF2_C,"Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal",NA
IPR009003,P00734,2147,Peptidase_S1_PA,"Peptidase S1, PA clan",NA
IPR009006,P11926,4953,Ala_racemase/Decarboxylase_C,"Alanine racemase/group IV decarboxylase, C-terminal",NA
IPR009033,P27797,811,Calreticulin/calnexin_P_dom_sf,"Calreticulin/calnexin, P domain superfamily",NA
IPR009048,P01024,718,A-macroglobulin_rcpt-bd,"Alpha-macroglobulin, receptor-binding",PF07677
IPR009079,P01574,3456,4_helix_cytokine-like_core,"Four-helical cytokine-like, core",NA
IPR009079,P01579,3458,4_helix_cytokine-like_core,"Four-helical cytokine-like, core",NA
IPR009079,P22301,3586,4_helix_cytokine-like_core,"Four-helical cytokine-like, core",NA
IPR009079,P05112,3565,4_helix_cytokine-like_core,"Four-helical cytokine-like, core",NA
IPR009079,P05231,3569,4_helix_cytokine-like_core,"Four-helical cytokine-like, core",NA
IPR009079,P60568,3558,4_helix_cytokine-like_core,"Four-helical cytokine-like, core",NA
IPR009079,P29459,3592,4_helix_cytokine-like_core,"Four-helical cytokine-like, core",NA
IPR009169,P27797,811,Calreticulin,Calreticulin,NA
IPR009434,O95467,2778,NESP55,Neuroendocrine secretory protein 55,PF06390
IPR009535,Q15147,5332,PLC-beta_CS,"Phospholipase C-beta, conserved site",PF06631
IPR009535,Q9NQ66,23236,PLC-beta_CS,"Phospholipase C-beta, conserved site",PF06631
IPR010255,P35354,5743,Haem_peroxidase_sf,Haem peroxidase superfamily,NA
IPR011009,O00329,5293,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P42338,5291,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,O14920,3551,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,O15111,1147,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,O15264,5603,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,O43318,6885,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,O60674,3717,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P05771,5579,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P31751,208,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P42336,5290,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P45983,5599,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P45984,5601,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,Q15759,5600,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P31749,207,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P37173,7048,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P23458,3716,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P27361,5595,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P53778,6300,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P53779,5602,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P28482,5594,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,Q9NWZ3,51135,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,Q16539,1432,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P36897,7046,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P45985,6416,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,Q9Y243,10000,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011009,P51617,3654,Kinase-like_dom_sf,Protein kinase-like domain superfamily,NA
IPR011010,P11387,7150,DNA_brk_join_enz,"DNA breaking-rejoining enzyme, catalytic core",NA
IPR011025,P50148,2776,GproteinA_insert,"G protein alpha subunit, helical insertion",NA
IPR011025,O95837,9630,GproteinA_insert,"G protein alpha subunit, helical insertion",NA
IPR011025,P04899,2771,GproteinA_insert,"G protein alpha subunit, helical insertion",NA
IPR011025,P08754,2773,GproteinA_insert,"G protein alpha subunit, helical insertion",NA
IPR011025,P09471,2775,GproteinA_insert,"G protein alpha subunit, helical insertion",NA
IPR011025,P29992,2767,GproteinA_insert,"G protein alpha subunit, helical insertion",NA
IPR011025,P63096,2770,GproteinA_insert,"G protein alpha subunit, helical insertion",NA
IPR011025,P30679,2769,GproteinA_insert,"G protein alpha subunit, helical insertion",NA
IPR011025,P38405,2774,GproteinA_insert,"G protein alpha subunit, helical insertion",NA
IPR011025,P63092,2778,GproteinA_insert,"G protein alpha subunit, helical insertion",NA
IPR011025,Q5JWF2,2778,GproteinA_insert,"G protein alpha subunit, helical insertion",NA
IPR011029,O15519,8837,DEATH-like_dom_sf,Death-like domain superfamily,NA
IPR011029,Q9NWZ3,51135,DEATH-like_dom_sf,Death-like domain superfamily,NA
IPR011029,P25445,355,DEATH-like_dom_sf,Death-like domain superfamily,NA
IPR011029,P19438,7132,DEATH-like_dom_sf,Death-like domain superfamily,NA
IPR011029,P19838,4790,DEATH-like_dom_sf,Death-like domain superfamily,NA
IPR011029,Q13158,8772,DEATH-like_dom_sf,Death-like domain superfamily,NA
IPR011029,Q14790,841,DEATH-like_dom_sf,Death-like domain superfamily,NA
IPR011029,P51617,3654,DEATH-like_dom_sf,Death-like domain superfamily,NA
IPR011029,Q99836,4615,DEATH-like_dom_sf,Death-like domain superfamily,NA
IPR011162,P01903,3122,MHC_I/II-like_Ag-recog,MHC classes I/II-like antigen recognition protein,NA
IPR011162,P01906,3117,MHC_I/II-like_Ag-recog,MHC classes I/II-like antigen recognition protein,NA
IPR011162,P01906,3118,MHC_I/II-like_Ag-recog,MHC classes I/II-like antigen recognition protein,NA
IPR011162,P01911,3123,MHC_I/II-like_Ag-recog,MHC classes I/II-like antigen recognition protein,NA
IPR011162,P01920,3119,MHC_I/II-like_Ag-recog,MHC classes I/II-like antigen recognition protein,NA
IPR011162,P04440,3115,MHC_I/II-like_Ag-recog,MHC classes I/II-like antigen recognition protein,NA
IPR011162,P06340,3111,MHC_I/II-like_Ag-recog,MHC classes I/II-like antigen recognition protein,NA
IPR011162,P20036,3113,MHC_I/II-like_Ag-recog,MHC classes I/II-like antigen recognition protein,NA
IPR011162,P13762,3126,MHC_I/II-like_Ag-recog,MHC classes I/II-like antigen recognition protein,NA
IPR011162,P13765,3112,MHC_I/II-like_Ag-recog,MHC classes I/II-like antigen recognition protein,NA
IPR011162,P28067,3108,MHC_I/II-like_Ag-recog,MHC classes I/II-like antigen recognition protein,NA
IPR011162,Q30154,3127,MHC_I/II-like_Ag-recog,MHC classes I/II-like antigen recognition protein,NA
IPR011527,P08183,5243,ABC1_TM_dom,"ABC transporter type 1, transmembrane domain",PF00664
IPR011539,P19838,4790,RHD_DNA_bind_dom,"Rel homology domain (RHD), DNA-binding domain",PF00554
IPR011539,Q04206,5970,RHD_DNA_bind_dom,"Rel homology domain (RHD), DNA-binding domain",PF00554
IPR011625,P01024,718,A2M_N_BRD,"Alpha-2-macroglobulin, bait region domain",PF07703
IPR011626,P01024,718,Alpha-macroglobulin_TED,"Alpha-macroglobulin-like, TED domain",PF07678
IPR011989,P30153,5518,ARM-like,Armadillo-like helical,NA
IPR011989,P30154,5519,ARM-like,Armadillo-like helical,NA
IPR011990,P19878,4688,TPR-like_helical_dom_sf,Tetratricopeptide-like helical domain superfamily,NA
IPR011992,Q00722,5330,EF-hand-dom_pair,EF-hand domain pair,NA
IPR011992,Q15147,5332,EF-hand-dom_pair,EF-hand domain pair,NA
IPR011992,Q9NQ66,23236,EF-hand-dom_pair,EF-hand domain pair,NA
IPR011992,Q01970,5331,EF-hand-dom_pair,EF-hand domain pair,NA
IPR011993,O60674,3717,PH-like_dom_sf,PH-like domain superfamily,NA
IPR011993,Q13393,5337,PH-like_dom_sf,PH-like domain superfamily,NA
IPR011993,P31749,207,PH-like_dom_sf,PH-like domain superfamily,NA
IPR011993,P31751,208,PH-like_dom_sf,PH-like domain superfamily,NA
IPR011993,Q9Y243,10000,PH-like_dom_sf,PH-like domain superfamily,NA
IPR012144,P35228,4843,NOS_euk,"Nitric-oxide synthase, eukaryote",NA
IPR012152,P29350,5777,Tyr_Pase_non-rcpt_typ-6/11,"Protein-tyrosine phosphatase, non-receptor type-6, -11",NA
IPR012227,Q9Y4K3,7189,TNF_rcpt-assoc_TRAF_met,"TNF receptor-associated factor TRAF, metazoa",NA
IPR012345,P42224,6772,STAT_TF_DNA-bd_N,"STAT transcription factor, DNA-binding, N-terminal",NA
IPR012675,P47989,7498,Beta-grasp_dom_sf,Beta-grasp domain superfamily,NA
IPR012896,P05107,3689,Integrin_bsu_tail,"Integrin beta subunit, tail",PF07965
IPR012896,P05556,3688,Integrin_bsu_tail,"Integrin beta subunit, tail",PF07965
IPR013019,Q15796,4087,MAD_homology_MH1,"MAD homology, MH1",NA
IPR013030,P11387,7150,DNA_topo_DNA_db_N_dom2,"DNA topoisomerase I, DNA binding, N-terminal domain 2",NA
IPR013034,P11387,7150,DNA_topo_DNA_db_N_dom1,"DNA topoisomerase I, DNA binding, N-terminal domain 1",NA
IPR013083,Q9Y4K3,7189,Znf_RING/FYVE/PHD,"Zinc finger, RING/FYVE/PHD-type",NA
IPR013111,P05556,3688,EGF_extracell,"EGF-like domain, extracellular",PF07974
IPR013112,P04839,1536,FAD-bd_8,FAD-binding 8,PF08022
IPR013121,P04839,1536,Fe_red_NAD-bd_6,"Ferric reductase, NAD binding domain",PF08030
IPR013130,P04839,1536,Fe3_Rdtase_TM_dom,Ferric reductase transmembrane component-like domain,PF01794
IPR013151,P12314,2209,Immunoglobulin,Immunoglobulin,PF00047
IPR013320,P27797,811,ConA-like_dom_sf,Concanavalin A-like lectin/glucanase domain superfamily,NA
IPR013499,P11387,7150,TopoI_euk,"DNA topoisomerase I, eukaryotic-type",NA
IPR013500,P11387,7150,TopoI_cat_euk,"DNA topoisomerase I, catalytic core, eukaryotic-type",PF01028
IPR013517,P13612,3676,FG-GAP,FG-GAP repeat,PF01839
IPR013517,P11215,3684,FG-GAP,FG-GAP repeat,PF01839
IPR013519,P13612,3676,Int_alpha_beta-p,Integrin alpha beta-propellor,NA
IPR013519,P11215,3684,Int_alpha_beta-p,Integrin alpha beta-propellor,NA
IPR013525,Q9UNQ0,9429,ABC_2_trans,ABC-2 type transporter,PF01061
IPR013649,P13612,3676,Integrin_alpha-2,Integrin alpha-2,PF08441
IPR013649,P11215,3684,Integrin_alpha-2,Integrin alpha-2,PF08441
IPR013783,P12314,2209,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,O75015,2215,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,O75015,124905743,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P19838,4790,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P01024,718,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,Q04206,5970,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P01903,3122,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P01906,3117,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P01906,3118,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P01911,3123,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P01920,3119,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P28067,3108,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P04234,915,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P04440,3115,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P06340,3111,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P07766,916,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P08637,2214,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P09693,917,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P12318,2212,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P13762,3126,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P13765,3112,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P15260,3459,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P29460,3593,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,Q30154,3127,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P20036,3113,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013783,P38484,3460,Ig-like_fold,Immunoglobulin-like fold,NA
IPR013790,Q15796,4087,Dwarfin,Dwarfin,NA
IPR013799,P42224,6772,STAT_TF_prot_interaction,"STAT transcription factor, protein interaction",PF02865
IPR013800,P42224,6772,STAT_TF_alpha,"STAT transcription factor, all-alpha domain",PF01017
IPR013801,P42224,6772,STAT_TF_DNA-bd,"STAT transcription factor, DNA-binding",PF02864
IPR013806,P00734,2147,Kringle-like,Kringle-like fold,NA
IPR014307,P47989,7498,Xanthine_DH_ssu,"Xanthine dehydrogenase, small subunit",NA
IPR014375,P05771,5579,Protein_kinase_C_a/b/g,"Protein kinase C, alpha/beta/gamma types",NA
IPR014711,P11387,7150,TopoI_cat_a-hlx-sub_euk,"DNA topoisomerase I, catalytic core, alpha-helical subdomain, eukaryotic-type",NA
IPR014727,P11387,7150,TopoI_cat_a/b-sub_euk,"DNA topoisomerase I, catalytic core, alpha/beta subdomain",NA
IPR014745,P20036,3113,MHC_II_a/b_N,"MHC class II, alpha/beta chain, N-terminal",NA
IPR014745,P01903,3122,MHC_II_a/b_N,"MHC class II, alpha/beta chain, N-terminal",NA
IPR014745,P01906,3117,MHC_II_a/b_N,"MHC class II, alpha/beta chain, N-terminal",NA
IPR014745,P01906,3118,MHC_II_a/b_N,"MHC class II, alpha/beta chain, N-terminal",NA
IPR014745,P01911,3123,MHC_II_a/b_N,"MHC class II, alpha/beta chain, N-terminal",NA
IPR014745,P01920,3119,MHC_II_a/b_N,"MHC class II, alpha/beta chain, N-terminal",NA
IPR014745,P04440,3115,MHC_II_a/b_N,"MHC class II, alpha/beta chain, N-terminal",NA
IPR014745,P06340,3111,MHC_II_a/b_N,"MHC class II, alpha/beta chain, N-terminal",NA
